# File: Vestas Climate Library time series data
# Disclaimer: Please be aware that the climate data provided here is derived from numerical models, which have inherent uncertainties and limitations. 
#             The data should be used with caution, considering the model's resolution, potential biases, and uncertainties. 
#             Expert consultation, thorough validation, and an understanding of the data's quality are essential for responsible use and decision-making. 
#             Vestas does not assume any responsibilities for the values contained in the VCL data and any calculations or assumptions that may be derived from them.
# License: Vestas Wind Systems A/S
#
# Created: 2023-12-06 19:15:08
# Location (WGS84):
# Requested minimum longitude [decimal degrees E]: 33.34
# Requested minimum latitude [decimal degrees N]: 26.22639
# Requested maximum longitude [decimal degrees E]: 34.36959
# Requested maximum latitude [decimal degrees N]: 27.05463
#
xlat,xlong,swdown_avg,t2_avg,tkepbl_avg_30.0,wsp_avg_30.0,t2_max,sst_min
26.848633,34.231995,262.291863,298.198563,0.3062064829,8.7933468291,307.68,294.23
26.717728,33.881317,268.176696,297.458261,0.5575946459,7.9386413638,316.62,0.00
26.637405,33.567444,274.961563,295.998622,0.4356602855,6.1659857000,318.16,0.00
26.982357,33.362335,276.706457,294.046242,0.4824083721,7.0571932939,314.98,0.00
26.783466,34.346375,261.991917,298.212621,0.3031031340,8.7378150011,307.35,294.33
26.795788,33.920807,267.816528,299.087462,0.5744711433,8.7830855872,317.95,0.00
26.307812,33.895142,271.427026,296.741436,0.4436236413,4.7314544069,318.81,0.00
26.722401,34.125732,263.039397,298.267686,0.3157360762,8.8203860570,309.50,294.22
26.987068,33.912354,267.569217,297.603156,0.4243639712,7.8146458994,316.55,0.00
26.648785,34.330505,262.571758,298.252973,0.3081367591,8.7381099223,306.42,294.27
26.396183,34.118256,266.702142,297.682299,0.3793085171,7.0379655045,316.84,0.00
26.725193,34.095581,263.138000,298.293073,0.3117371348,8.7540261924,308.27,294.22
26.815098,33.709534,272.381314,296.810525,0.6592623658,9.9594876529,316.83,0.00
26.786301,34.316193,262.112115,298.215672,0.3055235416,8.7695870430,307.43,294.30
26.991692,34.157166,261.987652,298.098567,0.2899695426,8.5643734543,309.51,294.26
26.956341,34.244629,261.732953,298.161914,0.2938515074,8.6227608783,307.91,294.25
26.863457,33.776062,271.657138,296.508115,0.5631843093,8.4094276793,315.46,0.00
26.831020,33.833374,270.239011,297.868355,0.6337705216,9.1523875285,316.81,0.00
26.373173,33.476807,275.203860,295.463992,0.4085034001,5.8234945474,317.22,0.00
27.016754,33.885254,267.708962,297.699222,0.4488276151,7.8531428689,316.70,0.00
26.386539,33.630402,273.061401,296.604846,0.4186391385,5.3081752701,318.55,0.00
26.580753,33.591492,273.307134,295.825993,0.4223106181,5.0516724882,318.56,0.00
26.235569,33.491791,274.212742,295.809230,0.4337177677,6.3320254383,318.02,0.00
26.445450,33.880493,269.776659,296.439425,0.4155488517,6.7717171856,317.82,0.00
26.277058,34.226074,263.525147,297.771158,0.2087144738,7.0285685970,309.62,294.02
26.650669,33.721283,271.339709,297.091838,0.5123609203,7.2345211564,318.31,0.00
26.586193,33.531219,274.758451,295.648705,0.4284893722,6.0048061796,317.76,0.00
26.364536,33.871216,269.730546,297.299169,0.4099904096,5.4677480034,319.35,0.00
26.545792,33.374451,274.570120,295.760835,0.3899658376,5.4486394881,318.87,0.00
26.893139,33.748962,270.873480,296.694278,0.4744930059,6.6273626126,316.52,0.00
26.332588,33.624298,272.939995,296.782164,0.4242119379,5.6841480734,318.53,0.00
26.251656,33.615173,273.478323,296.050576,0.4136962480,4.8880369711,318.01,0.00
26.346630,34.355865,262.969241,298.251427,0.2723343786,8.0363325778,308.08,294.18
26.804096,33.830261,270.463477,297.777005,0.6861481203,9.8039757393,316.68,0.00
26.930454,33.936340,267.689766,297.644743,0.4463775815,8.0535032167,316.47,0.00
26.913727,34.117554,262.504873,298.140002,0.2984803807,8.6947439284,308.48,294.25
27.019520,33.855042,268.197622,297.731314,0.4709808130,7.8684640586,316.75,0.00
26.284107,33.558044,273.719234,295.939223,0.4281572096,5.6047672363,318.04,0.00
26.920078,33.752045,269.928197,297.622691,0.4473711322,6.6352191923,317.66,0.00
26.742474,33.609802,274.510536,296.382147,0.5234594155,7.8578100488,316.75,0.00
26.624672,34.297180,262.766178,298.267380,0.3099874792,8.7344108111,306.82,294.23
26.351364,33.717651,271.289043,296.727516,0.4126589085,4.6022026227,318.90,0.00
26.696320,33.817902,269.913074,297.673898,0.4990239170,7.2288452251,318.46,0.00
26.339432,34.142090,266.483732,297.576871,0.4030138425,6.9415100927,318.03,0.00
27.001202,33.456024,276.830604,292.639516,0.4139240962,5.2956693793,312.87,0.00
26.663849,33.875122,268.812433,297.191560,0.5656833243,8.5433190385,316.59,0.00
26.729099,33.455902,275.654874,295.212161,0.4364817156,6.1820242168,316.87,0.00
27.053921,34.072815,262.071860,298.008047,0.2775149963,8.3689982440,309.57,294.27
26.360767,34.205414,263.376543,297.987922,0.2317897308,7.2673409674,307.58,294.07
26.953510,34.274841,261.614264,298.177370,0.2937074432,8.6233986057,307.35,294.27
26.564327,33.772339,270.357669,297.845253,0.4993153718,6.4621053135,318.98,0.00
26.995361,33.821716,269.536366,297.626638,0.4729442473,7.7859939510,316.94,0.00
27.010181,34.250977,261.498529,298.168497,0.2898920670,8.5561761892,307.03,294.26
26.739120,33.944763,263.725762,298.951321,0.3261602676,8.6495596564,312.68,285.70
26.583473,33.561340,274.121842,295.790814,0.4266567883,5.5571183590,318.05,0.00
26.367767,33.537048,274.278942,295.906746,0.4270472144,5.9808609412,317.76,0.00
26.375576,33.750824,270.644498,297.283003,0.4248926521,5.2399939590,319.24,0.00
26.428734,34.061188,267.585258,298.102604,0.4476805380,7.2594031670,318.39,0.00
26.793003,33.950989,263.382001,298.750069,0.2883865756,8.5860127199,312.12,285.88
26.895176,34.023834,262.849301,297.971730,0.2664104486,8.2771098661,311.87,294.26
26.397446,33.509949,274.567174,295.640144,0.4189757146,6.0407102217,317.31,0.00
26.901382,33.658356,271.858096,295.965349,0.4707068752,6.6946708933,316.26,0.00
26.279865,34.195984,266.107209,297.438132,0.3816919655,7.0562218905,318.50,0.00
26.690804,33.878235,268.865103,296.694108,0.5467866918,8.0756059557,315.81,0.00
26.669765,33.510162,275.759018,295.603024,0.4546903304,6.7563817622,317.22,0.00
26.273384,33.374451,273.905192,296.515676,0.4376302880,6.4391907953,319.19,0.00
26.267971,33.434631,274.291372,296.235548,0.4421988640,6.5850945339,318.50,0.00
26.631931,33.627747,273.357164,296.006343,0.4419895692,5.9317150656,318.06,0.00
26.583008,33.865845,268.447390,297.506804,0.4470005976,6.3240176594,318.76,0.00
26.621845,34.327332,262.624627,298.260253,0.3075084585,8.7097685725,306.73,294.26
26.882111,33.869751,270.020744,298.324466,0.5308486326,8.3136175561,317.15,0.00
26.909546,33.567749,275.427963,293.660546,0.4694472294,6.7936775047,313.41,0.00
26.638763,34.146484,263.204963,298.302998,0.3121276315,8.6610864704,306.84,294.18
26.565121,34.351135,262.648839,298.267290,0.3018274850,8.6021568040,307.27,294.27
26.757717,34.038391,263.225005,298.324367,0.2967298511,8.6007605157,308.02,294.22
26.647938,33.751434,270.800045,297.266947,0.5233531414,7.4836548443,318.66,0.00
26.254387,33.585083,273.581995,295.820398,0.4242583186,5.4615624342,317.98,0.00
26.297405,33.711517,272.074429,296.357421,0.4097071441,4.5512964325,318.26,0.00
27.009075,33.670624,270.776692,297.441110,0.5053394345,7.6475049874,318.74,0.00
26.333809,34.202271,263.454531,297.831711,0.2153427688,7.1100214052,307.86,294.05
26.726021,33.790833,270.006117,297.739183,0.5662246854,8.0367144619,318.31,0.00
26.819946,33.954102,263.270984,298.627234,0.2807014257,8.5774639872,311.98,285.95
26.896854,34.298706,261.760743,298.188969,0.2975816342,8.6823403494,310.76,294.29
26.336628,34.172180,266.171715,297.301717,0.3753696649,6.9307648155,317.34,0.00
26.865452,34.050903,262.900233,298.009292,0.2789418312,8.4495353866,309.13,294.23
26.971550,33.483215,278.561307,290.007100,0.4797999529,7.7112038306,308.93,0.00
26.910927,34.147736,262.368804,298.151062,0.3002718485,8.7206020706,307.62,294.24
26.246391,33.371460,274.444618,296.444074,0.4277886489,6.4070827186,319.34,0.00
26.966133,33.543640,275.429427,294.934164,0.6357712067,9.0787173356,313.96,0.00
27.003880,33.425781,276.199436,293.966871,0.4166681271,6.1676966252,314.15,0.00
26.499886,33.582367,273.225771,295.812049,0.4112214001,5.1668151491,318.48,0.00
26.779907,33.796997,270.943159,297.718367,0.7082279860,10.0698261351,316.98,0.00
26.312466,34.138947,267.681412,297.776251,0.4270056484,7.1329982185,318.67,0.00
26.597023,33.410614,275.153196,295.728330,0.4212534272,6.2839182160,317.90,0.00
26.685242,33.938538,265.211196,299.651181,0.5775090870,8.6399171955,319.30,0.00
26.493805,33.946960,268.515608,297.301502,0.3891812338,6.1011686370,317.35,0.00
26.272507,33.982300,269.897353,297.416867,0.3994789471,5.9337451835,320.19,0.00
26.894012,34.328888,261.592558,298.196690,0.2963479085,8.6682823837,309.56,294.32
26.791092,33.371399,274.970304,295.302124,0.5256090035,7.4165449283,316.55,0.00
26.313808,33.530975,274.081481,295.976486,0.4409450676,6.1395582664,317.60,0.00
26.702675,34.336853,262.342503,298.236666,0.3074543083,8.7622803850,307.52,294.30
26.863823,33.471069,275.655572,295.105320,0.5628410125,7.8960669475,315.93,0.00
26.747444,33.854248,269.050185,298.448970,0.6183734787,8.8140236123,318.02,0.00
26.779083,34.101868,262.978138,298.190436,0.3071372718,8.7658566995,308.53,294.22
26.516884,34.284546,263.024427,298.285712,0.2973640772,8.4571074286,307.18,294.18
26.265732,34.346375,263.093477,298.182711,0.2571957883,7.7249621322,308.12,294.13
26.421223,33.847290,269.977595,297.168392,0.4418968595,7.0832124589,318.60,0.00
26.448208,33.850403,270.238771,296.500365,0.3942771117,6.3190770985,317.96,0.00
26.755711,33.763733,270.569572,297.840105,0.6075917043,8.6150321219,318.37,0.00
26.507656,33.796326,270.112674,297.725219,0.4081397609,6.2237404351,318.62,0.00
26.243698,33.401550,274.458782,296.469997,0.4378840956,6.5970900585,319.08,0.00
26.345829,33.777863,270.751455,297.109370,0.4461069041,5.3306577623,318.52,0.00
26.702148,33.452881,275.872688,295.157901,0.4262488853,6.1631538315,316.70,0.00
26.645176,33.781586,270.280419,297.542647,0.5267240988,7.6403359067,318.77,0.00
26.812634,33.434814,275.622785,295.927274,0.5182643293,7.4515420016,317.04,0.00
26.427116,33.482880,275.073528,295.513668,0.4124630584,5.8209350936,316.98,0.00
26.330990,34.232361,263.387852,297.986976,0.2338677724,7.3599307477,307.59,294.05
27.041477,33.613251,271.628311,297.188695,0.5786866771,8.2966957811,318.31,0.00
26.622993,34.022766,263.419971,298.347408,0.2574820404,7.6373429649,313.09,286.15
26.619003,34.357483,262.477985,298.254164,0.3049224189,8.6828353126,306.66,294.29
26.556526,33.558319,274.112920,295.621486,0.4239309336,5.6197654242,317.80,0.00
26.710236,33.362366,274.799361,295.987982,0.4567553741,6.4721887899,318.14,0.00
26.537350,33.769257,270.619994,297.536411,0.4886359182,6.5557691703,318.54,0.00
26.607193,33.899078,268.018323,298.058321,0.4935792983,7.4927921089,318.67,0.00
26.281372,33.588135,273.199646,296.048198,0.4229435210,5.0010709791,318.30,0.00
26.900749,33.963440,267.806563,297.640899,0.4515724629,8.1050688310,315.98,0.00
26.744678,33.884430,268.107411,298.432429,0.5842592324,8.4375534516,317.50,0.00
26.235188,33.795654,271.735323,296.508043,0.4130435558,5.9864016219,317.70,0.00
26.756058,33.458923,275.578238,295.135169,0.4480745647,6.2629496032,316.98,0.00
26.258514,34.132690,268.640012,297.780077,0.4547285480,7.4851725038,317.93,0.00
26.790886,33.676270,273.040083,296.722725,0.6325333883,9.2643664964,316.73,0.00
26.518635,33.675812,273.028491,295.240017,0.4392912407,6.1767902459,316.88,0.00
26.410130,33.967743,269.353306,296.616111,0.4161000513,6.7830730637,316.38,0.00
26.561951,33.498047,275.246557,295.573878,0.4201104973,6.1220462938,318.07,0.00
26.855682,33.561646,275.597564,294.745164,0.5274031681,8.0518305471,314.89,0.00
26.423141,34.121399,263.541350,298.051209,0.2087399702,6.9801460244,309.49,294.10
26.817829,33.679352,272.808625,296.398263,0.5911170226,9.0210249541,316.87,0.00
26.813229,34.319366,261.989795,298.207527,0.3032805274,8.7480082511,307.30,294.30
26.957977,33.634277,271.809450,296.974143,0.5159668833,7.5148140732,317.29,0.00
26.232430,33.825714,271.702035,296.602630,0.4266660492,6.4070166297,317.59,0.00
26.306843,34.199127,263.570192,297.797378,0.2096635676,7.0802654203,309.70,294.04
26.542149,34.013428,267.350575,297.596742,0.4008312004,6.4795761425,318.82,0.00
26.676895,34.029022,263.334640,298.459642,0.2879604595,8.2472282338,310.91,294.22
26.505314,33.522095,274.105522,295.479765,0.4198732773,5.6527574800,317.54,0.00
26.716770,34.186066,262.855677,298.255495,0.3187757766,8.8896145778,307.96,294.21
26.230141,33.551941,273.828479,296.134271,0.4402810835,6.4074277154,318.12,0.00
26.424000,33.817200,270.626000,296.987391,0.4416988845,7.0366175057,317.73,0.00
26.816067,34.289185,262.142463,298.209566,0.3055467792,8.7770059927,307.11,294.27
26.871700,33.685486,272.006848,295.251888,0.4715892153,7.2122658830,315.42,0.00
26.827324,34.168488,262.640055,298.199414,0.3107067500,8.8576576395,307.78,294.23
26.680592,33.389526,275.201103,295.643178,0.4368041942,6.3144096493,317.71,0.00
26.532272,33.525146,274.405714,295.502182,0.4254367252,5.9474302653,317.70,0.00
26.874439,33.655273,272.589561,294.840938,0.4867294519,7.4702959357,314.90,0.00
26.534595,33.799408,269.785211,298.061922,0.4209284159,6.0389795238,319.12,0.00
26.794800,34.225677,262.553417,298.222568,0.3119578730,8.8570102719,307.64,294.23
26.706635,34.001984,263.308430,298.607795,0.2857835251,8.3485390046,312.31,286.28
26.464703,33.669678,272.616826,296.696872,0.5042427587,7.4611958626,317.91,0.00
26.971928,34.368622,261.421695,298.213703,0.2886092668,8.5723574591,306.71,294.35
26.526325,33.889801,269.109856,297.239604,0.4023239601,6.2781340590,317.80,0.00
27.002869,34.036316,262.425227,298.058941,0.2785295953,8.3571423164,308.91,294.26
26.847672,33.347229,275.377516,295.329365,0.5611228096,7.9939695419,316.07,0.00
26.377590,34.024841,268.045921,297.607416,0.4920989493,7.8544602112,317.70,0.00
26.995777,33.516449,277.188062,291.735874,0.5114743153,7.6490788536,311.17,0.00
26.714996,33.911499,266.772036,298.431619,0.6004613986,8.6143626094,317.45,0.00
26.316521,33.500854,274.879824,295.771135,0.4399261271,6.5157029711,317.20,0.00
26.294678,33.741608,271.682708,296.463380,0.4094424133,4.8620822555,318.02,0.00
26.960159,33.909241,268.263583,297.729551,0.4572738051,7.9250561706,316.46,0.00
26.366402,34.145233,266.229536,297.384370,0.3723866476,6.9218061689,317.28,0.00
26.354080,33.687561,271.508904,296.839438,0.4139552571,4.8966182439,318.90,0.00
26.761200,33.703400,271.834552,297.750981,0.6067813458,8.6784285108,318.08,0.00
26.951817,33.999878,262.741619,297.903488,0.2541456036,8.1445926624,311.83,286.61
26.483437,33.763123,271.190663,296.954546,0.4685332200,7.2184574342,317.56,0.00
26.872738,34.265350,262.019662,298.190573,0.3017020568,8.7353992864,309.56,294.25
26.461288,34.004089,268.080928,297.188922,0.4042509816,6.5988368847,317.19,0.00
26.240993,33.431641,274.500817,296.204011,0.4407625170,6.6166799223,318.61,0.00
26.726402,33.486084,275.929119,295.207375,0.4555324616,6.7034624692,316.53,0.00
26.841305,34.017578,263.070070,297.984725,0.2623575046,8.2602947023,310.45,294.22
26.868237,34.020691,262.954339,297.879647,0.2575114990,8.2011586267,312.30,286.65
26.927666,33.966553,262.909338,297.878953,0.2444800860,8.0496087379,312.62,286.24
26.831451,33.528412,275.587160,294.994058,0.4952449245,7.2886172405,316.46,0.00
27.022701,33.519501,275.115401,293.462953,0.5016366319,6.9913559195,313.59,0.00
26.240715,33.735474,272.271288,296.043270,0.4182034872,5.5194046187,317.29,0.00
26.906296,33.903046,268.947614,298.146720,0.5067465871,8.2554703209,316.71,0.00
26.450962,33.820282,270.689463,296.916362,0.3964425250,6.2990043352,318.04,0.00
26.356220,33.961517,269.357941,296.934694,0.4680637401,7.5299451837,318.16,0.00
26.712803,33.636932,273.972342,296.281193,0.5150816748,7.4529781195,316.82,0.00
27.015789,34.190552,261.690759,298.108919,0.2877045338,8.5257123255,307.78,294.26
26.723663,33.516235,275.838792,295.435252,0.4822020426,7.1708016383,316.62,0.00
26.324371,33.714600,271.860018,296.454591,0.4071623116,4.3658879486,318.53,0.00
26.357960,34.235504,263.338315,298.097263,0.2482692710,7.5448832120,307.38,294.06
26.879356,33.899933,269.526627,298.327074,0.5273048742,8.4243057756,316.84,0.00
26.582058,34.170349,263.264513,298.282381,0.3012335877,8.4645046716,307.26,294.16
26.974781,34.338409,261.398047,298.205338,0.2899892304,8.5830057728,306.83,294.33
26.513443,33.431702,274.920206,295.700219,0.3967316206,4.8748427225,318.12,0.00
26.238773,34.343201,263.184433,298.147475,0.2503506593,7.5903877731,308.02,294.12
26.629379,33.353333,275.069021,296.076902,0.4132405458,6.0268104519,318.63,0.00
26.300354,33.377472,273.721981,296.334599,0.4384358740,6.3415048512,318.90,0.00
26.421692,33.543121,274.092574,295.465571,0.4364047476,6.2644674870,316.95,0.00
27.009289,33.365356,276.703996,295.136216,0.5474281875,8.0230234364,314.96,0.00
26.381065,33.690613,271.354967,296.864072,0.4296571942,5.4580873877,319.17,0.00
26.432541,33.422638,276.416481,295.850321,0.4062834413,6.4018694843,317.35,0.00
26.902512,34.238312,262.005565,298.174804,0.2997901662,8.7094407651,309.81,294.24
26.976974,33.422760,276.950145,293.130707,0.4802636210,7.1749278284,312.72,0.00
26.950043,33.419739,277.597567,293.678183,0.5579455987,8.4766204301,313.48,0.00
26.947002,33.755127,270.071246,297.548270,0.4556227467,7.1384102533,317.47,0.00
26.871925,33.380463,276.453676,295.419028,0.5336394430,7.7963976115,316.55,0.00
26.685837,33.633850,274.478282,295.978941,0.4752234356,6.8862563063,316.76,0.00
26.530964,34.133911,263.351310,298.229813,0.2677609171,7.8458621283,307.17,294.14
26.305614,33.621246,272.734699,296.617489,0.4073849871,4.7395216229,318.75,0.00
26.301193,34.259277,263.363688,298.021367,0.2396954846,7.4097783961,307.22,294.05
26.388737,33.904419,269.582113,296.865617,0.4412077371,6.6059697135,318.75,0.00
26.497147,33.612488,272.907867,296.096140,0.4126139238,5.4645421347,318.65,0.00
26.452908,34.094421,266.164761,297.807388,0.3842280981,6.9895268724,316.13,0.00
26.675743,34.333679,262.474163,298.245006,0.3081854382,8.7550444359,306.94,294.29
26.343098,33.807953,270.095026,297.781563,0.4356458501,5.5005290746,319.08,0.00
26.297672,33.407562,274.140030,296.281381,0.4408692239,6.5018938859,318.54,0.00
26.784664,34.041504,263.186865,298.232167,0.2912427480,8.5598250467,307.95,294.22
26.439869,33.940735,268.826263,297.204399,0.4091583402,6.5941547916,317.39,0.00
26.887634,33.809357,270.385416,297.870168,0.5308672165,7.9338792539,317.12,0.00
26.857956,33.836456,270.211400,298.211746,0.5830280973,8.5663776142,317.19,0.00
26.489925,34.281372,263.066616,298.286059,0.2920017641,8.3551353019,307.07,294.16
26.250099,34.222900,263.645524,297.720297,0.2002866124,6.9060443994,309.88,294.01
26.772121,33.582703,274.828803,295.992836,0.5135253383,7.7885289824,316.28,0.00
27.019978,33.549744,273.778143,295.283512,0.5911699841,8.0506867007,315.12,0.00
27.001694,34.341614,261.370273,298.209184,0.2875247416,8.5497722038,306.70,294.33
26.705486,34.306702,262.501176,298.243297,0.3103520533,8.7966403739,307.63,294.27
26.797581,34.195526,262.658220,298.218414,0.3131585006,8.8776354398,307.58,294.23
26.735260,34.279694,262.504637,298.240948,0.3118614512,8.8299714518,307.66,294.25
26.840157,34.322540,261.863174,298.201136,0.3009063437,8.7227614271,307.03,294.31
26.879890,33.594910,274.649220,294.394418,0.4895284744,7.4345446710,314.03,0.00
26.939201,33.540588,275.193897,295.982377,0.5817878488,8.3389032612,315.83,0.00
26.231556,34.129578,268.526788,297.642600,0.4495370683,7.3383464684,318.36,0.00
26.933220,33.906128,268.549942,297.933417,0.4864484140,8.1012415328,316.75,0.00
26.323666,34.018616,267.663887,297.581570,0.4593958660,7.1772806306,319.78,0.00
26.860725,33.806274,270.621690,297.835216,0.5856444017,8.5589471761,316.88,0.00
26.674103,34.059174,263.284947,298.403129,0.2997030118,8.4192288672,310.10,294.22
27.045521,34.163483,261.691361,298.078289,0.2841969448,8.4656315588,309.52,294.26
26.410767,33.663574,272.008012,296.918210,0.4285665934,5.6799541983,319.21,0.00
26.854248,34.171631,262.527783,298.186243,0.3074103651,8.8183800496,307.94,294.24
26.689846,34.182922,262.975077,298.268370,0.3187750792,8.8587831040,307.79,294.20
26.809612,33.769897,271.732192,297.068702,0.6791054130,9.9558612232,316.23,0.00
26.471443,34.187897,263.314944,298.256605,0.2665474718,7.8442765035,307.28,294.12
26.282692,34.165894,267.258012,297.841851,0.4264133920,7.2570714708,318.74,0.00
26.373600,34.359039,262.952943,298.263571,0.2763844464,8.1185872228,307.96,294.20
27.007355,34.281189,261.412338,298.185911,0.2898031966,8.5613817332,306.93,294.28
26.713970,34.216217,262.764946,298.256335,0.3176521953,8.8836767378,307.92,294.21
26.389282,33.600281,273.550704,296.416532,0.4239254451,5.6956706351,318.57,0.00
26.540115,33.739136,271.876457,296.165430,0.4797271409,6.3047172214,317.17,0.00
26.932236,34.211273,261.955954,298.152161,0.2969612009,8.6721284214,308.71,294.25
26.791943,34.255859,262.414588,298.224679,0.3102808157,8.8308996460,307.64,294.23
27.033520,33.398590,277.171867,292.912611,0.5106298334,7.9313545230,311.97,0.00
26.302261,33.955322,270.321991,297.171888,0.5475448331,6.6293802542,319.43,0.00
27.046436,33.858124,267.265079,297.595909,0.4433505592,7.5801577246,316.84,0.00
27.004532,34.311401,261.356851,298.199474,0.2888327605,8.5578351249,306.79,294.31
26.639671,33.841888,269.236523,297.514698,0.4899235730,7.4579505591,318.42,0.00
26.732433,34.309875,262.349440,298.233814,0.3091783347,8.7952286825,307.57,294.28
26.862656,34.081085,262.843914,298.115025,0.2985143485,8.6670929563,308.28,294.24
26.667053,33.540344,275.590088,296.003908,0.4583186552,6.7890820740,317.53,0.00
26.852425,33.896820,269.453436,298.686180,0.5665801569,8.7064589639,317.10,0.00
26.886810,34.114410,262.622710,298.152205,0.3018330651,8.7435616306,307.99,294.24
26.680374,33.694183,272.464622,296.842729,0.5094943643,7.2425431991,317.70,0.00
26.691299,33.573547,275.969676,296.237262,0.4673635851,7.0728003637,317.35,0.00
26.348591,33.747742,271.283161,296.546307,0.4305123539,4.8292265040,318.23,0.00
26.929417,34.241486,261.840407,298.166095,0.2966527654,8.6645277692,308.82,294.25
26.270439,33.708466,272.301423,296.188209,0.4122578213,4.7217903719,317.82,0.00
26.658310,33.935425,266.298665,299.494233,0.5624437690,8.4271293843,318.91,0.00
26.267685,33.738556,271.905350,296.247561,0.4148739142,4.9647980128,317.57,0.00
26.599510,33.684998,271.344899,296.586409,0.4649108404,5.6920250090,318.38,0.00
26.891193,34.359070,261.522384,298.204268,0.2950007262,8.6531555215,308.62,294.35
27.003597,33.731079,270.594891,297.582618,0.4792672927,7.6077176070,317.88,0.00
26.867088,34.325714,261.713709,298.197349,0.2986221090,8.6956655620,309.35,294.31
26.437737,33.666626,272.173982,297.098587,0.4756302403,6.8840092403,318.89,0.00
26.881203,34.174774,262.375613,298.172749,0.3041516972,8.7738972877,307.39,294.24
26.945015,34.365448,261.434122,298.210331,0.2909561158,8.6019368574,306.77,294.35
26.369209,34.115112,266.525885,297.799189,0.4107482693,7.0902314124,318.88,0.00
26.320873,34.048706,267.951830,297.137600,0.4383405869,6.7784372712,319.11,0.00
26.723259,33.820984,269.744603,297.945588,0.5608015552,8.0154613876,318.36,0.00
26.803207,34.135162,262.852192,298.197611,0.3122838116,8.8585706809,308.19,294.23
26.275295,33.952209,271.044775,297.303440,0.5119686189,6.2872868241,319.66,0.00
26.590488,34.079926,263.348779,298.204088,0.2724030495,7.9117817492,309.28,294.15
26.731812,33.425720,275.388372,295.175443,0.4318448867,5.9039512636,317.16,0.00
26.227417,33.582031,273.701560,296.067959,0.4309020618,6.1458460440,318.25,0.00
26.970364,34.093628,262.363415,298.104791,0.2902112853,8.5615410521,310.32,294.26
26.620991,33.748352,270.463979,297.145347,0.5063401456,6.9721779148,318.79,0.00
26.604980,33.624695,272.839225,295.889073,0.4317737103,5.2262186805,318.61,0.00
26.598827,33.989502,266.735128,297.937593,0.4426557562,7.1376242892,318.84,0.00
26.937843,34.150879,262.254332,298.136414,0.2970711064,8.6733174535,307.90,294.25
26.965672,33.848816,269.272180,297.844026,0.4886715735,7.9122541204,316.97,0.00
26.833778,33.803162,271.014237,297.171101,0.6179289840,9.1021543496,316.15,0.00
26.855190,33.866638,270.118775,298.518033,0.5764616166,8.6681756018,317.27,0.00
26.556038,33.862762,269.092670,297.118320,0.4242779859,5.7896317592,318.43,0.00
26.737007,33.670166,272.965990,297.411972,0.5805978180,8.5441163780,317.57,0.00
26.379276,34.298859,263.160909,298.235730,0.2716276882,7.9994829114,307.63,294.13
26.399780,33.783997,270.834648,297.182987,0.4550724169,6.7001015698,318.35,0.00
26.325333,34.292542,263.204139,298.163558,0.2586869160,7.7576317154,307.69,294.10
26.981503,33.972778,262.761501,297.789511,0.2405444747,7.9431315033,311.01,286.37
26.931049,33.631226,272.275437,296.685455,0.4839253718,7.0448272604,316.93,0.00
26.917332,33.782227,270.179843,297.516735,0.4525305192,6.9578785866,317.18,0.00
26.885334,33.534485,275.834417,293.943384,0.4986143564,7.3348365660,314.76,0.00
26.647171,34.056030,263.335839,298.374856,0.2902893658,8.2026176188,311.31,294.20
26.704571,33.727417,271.629970,296.847765,0.5314676012,7.5882816133,317.75,0.00
26.347851,34.051819,267.860615,297.834535,0.4693984795,7.5536032255,318.73,0.00
26.674870,33.754517,271.296120,297.185644,0.5339006507,7.7546764881,318.26,0.00
26.462212,33.395538,275.845408,296.065819,0.3932161604,5.8334768915,318.06,0.00
26.769413,33.612854,274.894816,296.447810,0.5602497653,8.6230890576,316.35,0.00
26.963421,33.573853,273.405932,296.548479,0.5836950599,8.3531585213,315.85,0.00
26.387741,34.208557,263.336712,298.124027,0.2465603587,7.4720150548,308.17,294.08
26.431522,34.031067,268.027971,297.606046,0.4430008763,7.1278384280,317.44,0.00
26.479851,34.097534,263.416727,298.050731,0.2163193177,7.0491238418,309.71,294.13
26.599728,33.380463,275.100287,295.784600,0.4186410241,6.2458211003,318.05,0.00
26.984303,33.942566,262.810394,297.715917,0.2285514978,7.8081998417,311.66,286.07
26.653416,33.691132,272.228960,296.600735,0.5006104982,7.0624200987,317.51,0.00
26.429829,33.452759,275.965011,295.332419,0.4097775765,6.2668037602,316.68,0.00
26.618595,33.473938,275.308310,295.507301,0.4290285190,6.3668260900,317.83,0.00
26.730778,34.035248,263.261650,298.379588,0.2978278357,8.5609390293,308.11,294.22
26.283619,33.861969,270.965630,297.031869,0.4072901676,4.9947178761,318.26,0.00
26.328159,34.262451,263.305933,298.098051,0.2497681513,7.5929707027,307.52,294.06
26.914974,33.507324,275.804130,295.704870,0.5916753446,8.2978158657,315.78,0.00
26.448673,33.546143,274.027796,295.298330,0.4244944994,5.5467141569,317.05,0.00
26.678562,34.303528,262.612704,298.252306,0.3109810830,8.7879976918,306.83,294.25
26.699448,33.483032,276.056238,295.326020,0.4479137972,6.6712708907,316.75,0.00
26.704853,33.422699,275.635634,295.107196,0.4228181987,5.9010131399,316.87,0.00
26.418968,33.573242,273.426291,296.043153,0.4510660709,6.2892175585,317.67,0.00
26.237156,34.069427,269.008086,296.860108,0.4273033065,6.6927342588,319.19,0.00
